tourney_id,tourney_name,surface,tourney_level,tourney_date
2000-580,Australian Open,Hard,G,2000-01-17
2000-605,Masters Cup,Hard,F,2000-11-27
2000-615,Dusseldorf,Clay,A,2000-05-21
2000-620,Brighton,Hard,A,2000-11-20
2000-717,Orlando,Clay,A,2000-05-01
2000-73,Tashkent,Hard,A,2000-09-11
2000-741,Nottingham,Grass,A,2000-06-19
2000-773,Bucharest,Clay,A,2000-09-11
2000-807,Mexico City,Clay,A,2000-02-21
2000-890,Shanghai,Hard,A,2000-10-16
2000-891,Chennai,Hard,A,2000-01-03
2000-96,Sydney Olympics,Hard,A,2000-09-18
2000-D001,Davis Cup WG QF: USA vs CZE,Carpet,D,2000-04-07
2000-D002,Davis Cup WG QF: ESP vs RUS,Clay,D,2000-04-07
2000-D003,Davis Cup WG QF: BRA vs SVK,Clay,D,2000-04-07
2000-D004,Davis Cup WG QF: AUS vs GER,Grass,D,2000-04-07
2000-D005,Davis Cup G2 SF: VEN vs PAR,Hard,D,2000-04-07
2000-D006,Davis Cup G2 SF: GUA vs MEX,Hard,D,2000-04-07
2000-D007,Davis Cup G1 SF: CHI vs ARG,Hard,D,2000-04-07
2000-D008,Davis Cup G1 SF: PER vs ECU,Clay,D,2000-04-06
2000-D009,Davis Cup G1 SF: UZB vs NZL,Hard,D,2000-04-07
2000-D010,Davis Cup G1 SF: IND vs KOR,Grass,D,2000-04-07
2000-D011,Davis Cup G1 QF: FIN vs SWE,Hard,D,2000-04-07
2000-D012,Davis Cup G1 QF: ROU vs HUN,Carpet,D,2000-04-07
2000-D013,Davis Cup G1 QF: BLR vs RSA,Carpet,D,2000-04-07
2000-D014,Davis Cup G1 QF: MAR vs UKR,Clay,D,2000-04-07
2000-D015,Davis Cup WG SF: ESP vs USA,Clay,D,2000-07-21
2000-D016,Davis Cup WG SF: AUS vs BRA,Grass,D,2000-07-14
2000-D017,Davis Cup G1 PO: CHN vs THA,Hard,D,2000-04-07
2000-D018,Davis Cup G1 PO: JPN vs LIB,Carpet,D,2000-04-07
2000-D019,Davis Cup G1 PO: LIB vs CHN,Hard,D,2000-10-06
2000-D020,Davis Cup G2 PO: URU vs ESA,Clay,D,2000-04-07
2000-D021,Davis Cup G2 PO: CRC vs CUB,Hard,D,2000-04-07
2000-D022,Davis Cup G2 SF: TPE vs PAK,Clay,D,2000-04-07
2000-D023,Davis Cup G2 SF: MAS vs INA,Hard,D,2000-04-07
2000-D024,Davis Cup G1 PO: CAN vs ARG,Hard,D,2000-07-21
2000-D025,Davis Cup G1 PO: BAH vs COL,Hard,D,2000-07-21
2000-D026,Davis Cup G1 PO: COL vs ARG,Clay,D,2000-10-06
2000-D027,Davis Cup G2 F: MEX vs VEN,Hard,D,2000-07-21
2000-D028,Davis Cup G2 F: INA vs TPE,Hard,D,2000-10-06
2000-D029,Davis Cup G2 PO: HKG vs KAZ,Hard,D,2000-04-07
2000-D030,Davis Cup G2 PO: PHI vs IRI,Clay,D,2000-03-17
2000-D031,Davis Cup G2 R1: LAT vs CRO,Carpet,D,2000-04-28
2000-D032,Davis Cup G2 R1: LUX vs IRL,Clay,D,2000-04-28
2000-D033,Davis Cup G2 R1: TUR vs DEN,Hard,D,2000-04-28
2000-D034,Davis Cup G2 R1: LTU vs CIV,Carpet,D,2000-04-28
2000-D035,Davis Cup G2 R1: EGY vs SLO,Clay,D,2000-04-28
2000-D036,Davis Cup G2 R1: POL vs EST,Clay,D,2000-04-28
2000-D037,Davis Cup G2 R1: BUL vs GRE,Clay,D,2000-04-28
2000-D038,Davis Cup G2 R1: NOR vs ISR,Clay,D,2000-04-28
2000-D039,Davis Cup G2 QF: IRL vs CRO,Carpet,D,2000-07-14
2000-D040,Davis Cup G2 QF: DEN vs CIV,Clay,D,2000-07-21
2000-D041,Davis Cup G2 QF: POL vs SLO,Clay,D,2000-07-21
2000-D042,Davis Cup G2 QF: GRE vs NOR,Clay,D,2000-07-21
2000-D043,Davis Cup G2 SF: CRO vs CIV,Carpet,D,2000-10-06
2000-D044,Davis Cup G2 SF: GRE vs SLO,Clay,D,2000-10-06
2000-D045,Davis Cup G2 PO: LUX vs LAT,Clay,D,2000-07-21
2000-D046,Davis Cup G2 PO: TUR vs LTU,Hard,D,2000-07-21
2000-D047,Davis Cup G2 PO: EST vs EGY,Carpet,D,2000-07-21
2000-D048,Davis Cup G2 PO: BUL vs ISR,Clay,D,2000-07-21
2000-D049,Davis Cup WG F: ESP vs AUS,Clay,D,2000-12-08
2000-D050,Davis Cup WG PO: FRA vs AUT,Carpet,D,2000-07-21
2000-D051,Davis Cup WG PO: GBR vs ECU,Grass,D,2000-07-14
2000-D052,Davis Cup WG PO: ITA vs BEL,Clay,D,2000-07-21
2000-D054,Davis Cup WG PO: UZB vs NED,Clay,D,2000-07-14
2000-D055,Davis Cup WG PO: SWE vs IND,Clay,D,2000-07-21
2000-D056,Davis Cup WG PO: SUI vs BLR,Carpet,D,2000-07-21
2000-D057,Davis Cup WG PO: ZIM vs ROU,Hard,D,2000-07-14
2000-D058,Davis Cup G1 PO: FIN vs HUN,Carpet,D,2000-10-06
2000-D059,Davis Cup G1 PO: POR vs RSA,Clay,D,2000-10-06
2000-D060,Davis Cup WG R1: SUI vs AUS,Carpet,D,2000-02-04
2000-D061,Davis Cup WG R1: SVK vs AUT,Hard,D,2000-02-04
2000-D062,Davis Cup G1 QF: PER vs BAH,Clay,D,2000-02-04
2000-D063,Davis Cup WG R1: RUS vs BEL,Carpet,D,2000-02-04
2000-D064,Davis Cup WG R1: BRA vs FRA,Clay,D,2000-02-04
2000-D065,Davis Cup G1 QF: CHI vs CAN,Clay,D,2000-02-04
2000-D066,Davis Cup G1 QF: CHN vs UZB,Hard,D,2000-01-28
2000-D067,Davis Cup G1 QF: COL vs ECU,Clay,D,2000-02-04
2000-D068,Davis Cup G2 QF: CRC vs MEX,Hard,D,2000-02-04
2000-D069,Davis Cup G2 QF: GUA vs CUB,Hard,D,2000-02-04
2000-D070,Davis Cup WG R1: CZE vs GBR,Clay,D,2000-02-04
2000-D071,Davis Cup G2 QF: ESA vs PAR,Clay,D,2000-02-04
2000-D072,Davis Cup WG R1: ESP vs ITA,Clay,D,2000-02-04
2000-D073,Davis Cup WG R1: GER vs NED,Carpet,D,2000-02-04
2000-D074,Davis Cup G2 QF: HKG vs PAK,Hard,D,2000-01-28
2000-D075,Davis Cup G2 QF: PHI vs INA,Hard,D,2000-02-04
2000-D076,Davis Cup G1 QF: IND vs LIB,Grass,D,2000-02-04
2000-D077,Davis Cup G2 QF: MAS vs IRI,Hard,D,2000-02-04
2000-D078,Davis Cup G1 QF: JPN vs KOR,Carpet,D,2000-02-04
2000-D079,Davis Cup G2 QF: KAZ vs TPE,Hard,D,2000-02-04
2000-D080,Davis Cup G1 QF: NZL vs THA,Hard,D,2000-02-04
2000-D081,Davis Cup G1 R1: UKR vs POR,Carpet,D,2000-02-04
2000-D082,Davis Cup G2 QF: VEN vs URU,Hard,D,2000-02-04
2000-D083,Davis Cup WG R1: ZIM vs USA,Hard,D,2000-02-04
2001-301,Auckland,Hard,A,2001-01-08
2001-306,St. Poelten,Clay,A,2001-05-21
2001-308,Munich,Clay,A,2001-04-30
2001-311,Queen's Club,Grass,A,2001-06-11
2001-314,Gstaad,Clay,A,2001-07-09
2001-315,Newport,Grass,A,2001-07-09
2001-316,Bastad,Clay,A,2001-07-09
2001-317,Amsterdam,Clay,A,2001-07-16
2001-319,Kitzbuhel,Clay,A,2001-07-23
2001-321,Stuttgart,Clay,A,2001-07-16
2001-325,Palermo,Clay,A,2001-09-24
2001-328,Basel,Carpet,A,2001-10-22
2001-329,Tokyo,Hard,A,2001-10-01
2001-336,Hong Kong,Hard,A,2001-09-24
2001-337,Vienna,Hard,A,2001-10-08
2001-338,Sydney,Hard,A,2001-01-08
2001-339,Adelaide,Hard,A,2001-01-01
2001-352,Paris Masters,Carpet,M,2001-10-29
2001-357,Stuttgart Masters,Hard,M,2001-10-15
2001-359,Bogota,Clay,A,2001-01-28
2001-360,Casablanca,Clay,A,2001-04-09
2001-375,Lyon,Carpet,A,2001-10-08
2001-402,Memphis,Hard,A,2001-02-19
2001-403,Miami Masters,Hard,M,2001-03-19
2001-404,Indian Wells Masters,Hard,M,2001-03-12
2001-407,Rotterdam,Hard,A,2001-02-19
2001-408,Milan,Carpet,A,2001-01-29
2001-409,Atlanta,Clay,A,2001-04-23
2001-410,Monte Carlo Masters,Clay,M,2001-04-16
2001-414,Hamburg Masters,Clay,M,2001-05-14
2001-416,Rome Masters,Clay,M,2001-05-07
2001-418,Washington,Hard,A,2001-08-13
2001-419,Indianapolis,Hard,A,2001-08-13
2001-421,Canada Masters,Hard,M,2001-07-30
2001-422,Cincinnati Masters,Hard,M,2001-08-06
2001-423,Los Angeles,Hard,A,2001-07-23
2001-424,San Jose,Hard,A,2001-02-26
2001-425,Barcelona,Clay,A,2001-04-23
2001-429,Stockholm,Hard,A,2001-10-22
2001-433,Scottsdale,Hard,A,2001-03-05
2001-438,Moscow,Carpet,A,2001-10-01
2001-439,Umag,Clay,A,2001-07-16
2001-440,s Hertogenbosch,Grass,A,2001-06-18
2001-441,Long Island,Hard,A,2001-08-20
2001-451,Doha,Hard,A,2001-01-01
2001-468,Estoril,Clay,A,2001-04-09
2001-475,Sopot,Clay,A,2001-07-23
2001-481,Copenhagen,Hard,A,2001-02-12
2001-495,Dubai,Hard,A,2001-02-26
2001-496,Marseille,Hard,A,2001-02-12
2001-499,Delray Beach,Hard,A,2001-03-05
2001-500,Halle,Grass,A,2001-06-11
2001-505,Vina del Mar,Clay,A,2001-02-12
2001-506,Buenos Aires,Clay,A,2001-02-19
2001-520,Roland Garros,Clay,G,2001-05-28
2001-533,Costa Do Sauipe,Hard,A,2001-09-10
2001-540,Wimbledon,Grass,G,2001-06-25
2001-560,US Open,Hard,G,2001-08-27
2001-568,St. Petersburg,Hard,A,2001-10-22
2001-573,Mallorca,Clay,A,2001-04-30
2001-580,Australian Open,Hard,G,2001-01-15
2001-605,Masters Cup,Hard,F,2001-11-12
2001-615,Dusseldorf,Clay,A,2001-05-21
2001-717,Houston,Clay,A,2001-04-30
2001-73,Tashkent,Hard,A,2001-09-10
2001-741,Nottingham,Grass,A,2001-06-18
2001-773,Bucharest,Clay,A,2001-09-10
2001-807,Acapulco,Clay,A,2001-02-26
2001-890,Shanghai,Hard,A,2001-09-17
2001-891,Chennai,Hard,A,2001-01-01
2001-D001,Davis Cup WG R1: AUS vs ECU,Grass,D,2001-02-09
2001-D002,Davis Cup WG R1: BRA vs MAR,Clay,D,2001-02-09
2001-D003,Davis Cup WG R1: SWE vs CZE,Carpet,D,2001-02-09
2001-D004,Davis Cup WG R1: SVK vs RUS,Hard,D,2001-02-09
2001-D005,Davis Cup WG R1: BEL vs FRA,Clay,D,2001-02-09
2001-D006,Davis Cup WG R1: SUI vs USA,Hard,D,2001-02-09
2001-D007,Davis Cup WG R1: GER vs ROU,Carpet,D,2001-02-09
2001-D008,Davis Cup WG R1: NED vs ESP,Carpet,D,2001-02-09
2001-D009,Davis Cup G1 R1: POR vs UKR,Clay,D,2001-02-09
2001-D010,Davis Cup G1 R1: FIN vs SLO,Carpet,D,2001-02-09
2001-D011,Davis Cup G1 QF: ARG vs MEX,Clay,D,2001-02-09
2001-D012,Davis Cup G1 QF: BAH vs PER,Hard,D,2001-02-09
2001-D013,Davis Cup G1 QF: INA vs UZB,Hard,D,2001-02-09
2001-D014,Davis Cup G1 QF: KOR vs NZL,Carpet,D,2001-02-09
2001-D015,Davis Cup G1 QF: JPN vs THA,Hard,D,2001-02-09
2001-D016,Davis Cup G1 QF: CHN vs IND,Hard,D,2001-02-09
2001-D017,Davis Cup G2 R1: HUN vs MON,Clay,D,2001-04-27
2001-D018,Davis Cup G2 R1: IRL vs DEN,Carpet,D,2001-04-27
2001-D019,Davis Cup G2 R1: TUR vs GRE,Hard,D,2001-04-27
2001-D020,Davis Cup G2 R1: MDA vs ARM,Carpet,D,2001-04-27
2001-D021,Davis Cup G2 R1: EST vs NOR,Carpet,D,2001-04-27
2001-D022,Davis Cup G2 R1: LUX vs CIV,Carpet,D,2001-04-27
2001-D023,Davis Cup G2 R1: POL vs ISR,Clay,D,2001-04-27
2001-D024,Davis Cup G2 R1: RSA vs YUG,Hard,D,2001-04-27
2001-D025,Davis Cup G2 QF: URU vs COL,Clay,D,2001-02-09
2001-D026,Davis Cup G2 QF: CRC vs AHO,Hard,D,2001-02-09
2001-D027,Davis Cup G2 QF: GUA vs DOM,Hard,D,2001-02-09
2001-D028,Davis Cup G2 QF: PAR vs VEN,Clay,D,2001-02-09
2001-D029,Davis Cup G2 QF: KUW vs LIB,Hard,D,2001-02-09
2001-D030,Davis Cup G2 QF: HKG vs IRI,Hard,D,2001-02-09
2001-D031,Davis Cup G2 QF: SYR vs MAS,Hard,D,2001-02-09
2001-D032,Davis Cup G2 QF: TPE vs PAK,Clay,D,2001-02-09
2001-D033,Davis Cup G1 SF: ARG vs CAN,Clay,D,2001-04-06
2001-D034,Davis Cup G1 SF: BAH vs CHI,Hard,D,2001-04-06
2001-D035,Davis Cup G1 QF: GBR vs POR,Carpet,D,2001-04-06
2001-D036,Davis Cup G1 QF: CRO vs AUT,Carpet,D,2001-04-06
2001-D037,Davis Cup G1 QF: BLR vs ZIM,Carpet,D,2001-04-06
2001-D038,Davis Cup G1 QF: FIN vs ITA,Carpet,D,2001-04-06
2001-D039,Davis Cup G2 SF: URU vs AHO,Clay,D,2001-04-06
2001-D040,Davis Cup G2 SF: GUA vs VEN,Hard,D,2001-04-06
2001-D041,Davis Cup G2 SF: LIB vs HKG,Clay,D,2001-04-06
2001-D042,Davis Cup G2 SF: MAS vs TPE,Hard,D,2001-04-06
2001-D043,Davis Cup G1 SF: NZL vs UZB,Carpet,D,2001-04-06
2001-D044,Davis Cup G1 SF: JPN vs IND,Hard,D,2001-04-06
2001-D045,Davis Cup G1 PO: KOR vs INA,Hard,D,2001-04-06
2001-D046,Davis Cup G1 PO: THA vs CHN,Hard,D,2001-04-06
2001-D047,Davis Cup G2 PO: COL vs CRC,Clay,D,2001-04-06
2001-D048,Davis Cup G2 PO: PAR vs DOM,Clay,D,2001-04-06
2001-D049,Davis Cup G2 PO: KUW vs IRI,Hard,D,2001-04-06
2001-D050,Davis Cup G2 PO: SYR vs PAK,Hard,D,2001-04-06
2001-D051,Davis Cup WG QF: BRA vs AUS,Clay,D,2001-04-06
2001-D052,Davis Cup WG QF: SWE vs RUS,Hard,D,2001-04-06
2001-D053,Davis Cup WG QF: SUI vs FRA,Carpet,D,2001-04-06
2001-D054,Davis Cup WG QF: NED vs GER,Carpet,D,2001-04-06
2001-D055,Davis Cup G2 QF: DEN vs HUN,Hard,D,2001-07-20
2001-D056,Davis Cup G2 QF: GRE vs ARM,Clay,D,2001-07-20
2001-D057,Davis Cup G2 QF: LUX vs NOR,Clay,D,2001-07-20
2001-D058,Davis Cup G2 QF: ISR vs RSA,Hard,D,2001-07-20
2001-D059,Davis Cup G2 PO: MON vs IRL,Clay,D,2001-07-20
2001-D060,Davis Cup G2 PO: MDA vs TUR,Clay,D,2001-07-20
2001-D061,Davis Cup G2 PO: CIV vs EST,Hard,D,2001-07-20
2001-D062,Davis Cup G2 PO: YUG vs POL,Clay,D,2001-07-20
2001-D063,Davis Cup G2 F: URU vs VEN,Clay,D,2001-07-20
2001-D064,Davis Cup G1 PO: MEX vs CAN,Clay,D,2001-07-20
2001-D065,Davis Cup G1 PO: MEX vs PER,Carpet,D,2001-09-21
2001-D066,Davis Cup G2 SF: GRE vs DEN,Clay,D,2001-09-21
2001-D067,Davis Cup G2 SF: LUX vs ISR,Clay,D,2001-09-21
2001-D068,Davis Cup WG SF: AUS vs SWE,Hard,D,2001-09-21
2001-D069,Davis Cup WG SF: NED vs FRA,Carpet,D,2001-09-21
2001-D070,Davis Cup WG PO: ARG vs BLR,Clay,D,2001-09-21
2001-D071,Davis Cup WG PO: BEL vs MAR,Carpet,D,2001-09-21
2001-D072,Davis Cup WG PO: CZE vs ROU,Carpet,D,2001-09-21
2001-D073,Davis Cup WG PO: ECU vs GBR,Clay,D,2001-09-21
2001-D074,Davis Cup WG PO: ITA vs CRO,Clay,D,2001-09-21
2001-D075,Davis Cup WG PO: SVK vs CHI,Carpet,D,2001-09-21
2001-D076,Davis Cup WG PO: ESP vs UZB,Clay,D,2001-09-21
2001-D077,Davis Cup G1 PO: INA vs CHN,Hard,D,2001-09-21
2001-D079,Davis Cup WG F: AUS vs FRA,Grass,D,2001-11-30
2001-D080,Davis Cup G1 PO: AUT vs UKR,Hard,D,2001-09-21
2001-D081,Davis Cup G1 PO: ZIM vs SLO,Hard,D,2001-09-21
2002-1536,Madrid Masters,Hard,M,2002-10-14
2002-301,Auckland,Hard,A,2002-01-07
2002-306,St. Poelten,Clay,A,2002-05-20
2002-308,Munich,Clay,A,2002-04-29
2002-311,Queen's Club,Grass,A,2002-06-10
2002-314,Gstaad,Clay,A,2002-07-08
2002-315,Newport,Grass,A,2002-07-08
2002-316,Bastad,Clay,A,2002-07-08
2002-317,Amersfoort,Clay,A,2002-07-15
2002-319,Kitzbuhel,Clay,A,2002-07-22
2002-321,Stuttgart,Clay,A,2002-07-15
2002-325,Palermo,Clay,A,2002-09-23
2002-328,Basel,Carpet,A,2002-10-21
2002-329,Tokyo,Hard,A,2002-09-30
2002-336,Hong Kong,Hard,A,2002-09-23
2002-337,Vienna,Hard,A,2002-10-07
2002-338,Sydney,Hard,A,2002-01-07
2002-339,Adelaide,Hard,A,2001-12-31
2002-352,Paris Masters,Carpet,M,2002-10-28
2002-360,Casablanca,Clay,A,2002-04-08
2002-375,Lyon,Carpet,A,2002-10-07
2002-402,Memphis,Hard,A,2002-02-18
2002-403,Miami Masters,Hard,M,2002-03-18
2002-404,Indian Wells Masters,Hard,M,2002-03-11
2002-407,Rotterdam,Hard,A,2002-02-18
2002-408,Milan,Carpet,A,2002-01-28
2002-410,Monte Carlo Masters,Clay,M,2002-04-15
2002-414,Hamburg Masters,Clay,M,2002-05-13
2002-416,Rome Masters,Clay,M,2002-05-06
2002-418,Washington,Hard,A,2002-08-12
2002-419,Indianapolis,Hard,A,2002-08-12
2002-421,Canada Masters,Hard,M,2002-07-29
2002-422,Cincinnati Masters,Hard,M,2002-08-05
2002-423,Los Angeles,Hard,A,2002-07-22
2002-424,San Jose,Hard,A,2002-02-25
2002-425,Barcelona,Clay,A,2002-04-22
2002-429,Stockholm,Hard,A,2002-10-21
2002-433,Scottsdale,Hard,A,2002-03-04
2002-438,Moscow,Carpet,A,2002-09-30
2002-439,Umag,Clay,A,2002-07-15
2002-440,s Hertogenbosch,Grass,A,2002-06-17
2002-441,Long Island,Hard,A,2002-08-19
2002-451,Doha,Hard,A,2001-12-31
2002-468,Estoril,Clay,A,2002-04-08
2002-475,Sopot,Clay,A,2002-07-22
2002-481,Copenhagen,Hard,A,2002-02-11
2002-495,Dubai,Hard,A,2002-02-25
2002-496,Marseille,Hard,A,2002-02-11
2002-499,Delray Beach,Hard,A,2002-03-04
2002-500,Halle,Grass,A,2002-06-10
2002-505,Vina del Mar,Clay,A,2002-02-11
2002-506,Buenos Aires,Clay,A,2002-02-18
2002-520,Roland Garros,Clay,G,2002-05-27
2002-533,Costa Do Sauipe,Hard,A,2002-09-09
2002-540,Wimbledon,Grass,G,2002-06-24
2002-560,US Open,Hard,G,2002-08-26
2002-568,St. Petersburg,Hard,A,2002-10-21
2002-573,Mallorca,Clay,A,2002-04-29
2002-580,Australian Open,Hard,G,2002-01-14
2002-605,Masters Cup,Hard,F,2002-11-11
2002-615,Dusseldorf,Clay,A,2002-05-20
2002-717,Houston,Clay,A,2002-04-22
2002-73,Tashkent,Hard,A,2002-09-09
2002-741,Nottingham,Grass,A,2002-06-17
2002-773,Bucharest,Clay,A,2002-09-09
2002-807,Acapulco,Clay,A,2002-02-25
2002-891,Chennai,Hard,A,2001-12-31
2002-D001,Davis Cup WG R1: FRA vs NED,Clay,D,2002-02-08
2002-D002,Davis Cup WG R1: CZE vs BRA,Carpet,D,2002-02-08
2002-D003,Davis Cup WG R1: ESP vs MAR,Clay,D,2002-02-08
2002-D004,Davis Cup WG R1: USA vs SVK,Hard,D,2002-02-08
2002-D005,Davis Cup WG R1: RUS vs SUI,Clay,D,2002-02-08
2002-D006,Davis Cup WG R1: GBR vs SWE,Carpet,D,2002-02-08
2002-D007,Davis Cup WG R1: CRO vs GER,Carpet,D,2002-02-08
2002-D008,Davis Cup WG R1: ARG vs AUS,Clay,D,2002-02-08
2002-D009,Davis Cup G1 R1: ZIM vs POR,Hard,D,2002-02-08
2002-D010,Davis Cup G1 R1: AUT vs ISR,Clay,D,2002-02-08
2002-D011,Davis Cup G2 R1: UKR vs BUL,Clay,D,2002-05-03
2002-D012,Davis Cup G2 R1: LAT vs CIV,Clay,D,2002-05-03
2002-D013,Davis Cup G2 R1: MDA vs DEN,Clay,D,2002-05-03
2002-D014,Davis Cup G2 R1: NOR vs EGY,Clay,D,2002-05-03
2002-D015,Davis Cup G2 R1: YUG vs RSA,Clay,D,2002-05-03
2002-D016,Davis Cup G2 R1: LUX vs HUN,Hard,D,2002-05-03
2002-D017,Davis Cup G2 R1: ARM vs IRL,Clay,D,2002-05-03
2002-D018,Davis Cup G2 R1: SLO vs GHA,Clay,D,2002-05-03
2002-D019,Davis Cup G1 QF: THA vs UZB,Hard,D,2002-02-08
2002-D020,Davis Cup G1 QF: KOR vs JPN,Carpet,D,2002-02-08
2002-D021,Davis Cup G1 QF: NZL vs INA,Carpet,D,2002-02-08
2002-D022,Davis Cup G1 QF: LIB vs IND,Hard,D,2002-02-08
2002-D023,Davis Cup G2 QF: CHN vs KUW,Hard,D,2002-02-08
2002-D024,Davis Cup G2 QF: KAZ vs PHI,Hard,D,2002-02-08
2002-D025,Davis Cup G2 QF: MAS vs PAK,Hard,D,2002-02-08
2002-D026,Davis Cup G2 QF: HKG vs TPE,Hard,D,2002-02-08
2002-D027,Davis Cup G1 QF: BAH vs VEN,Hard,D,2002-02-08
2002-D028,Davis Cup G1 QF: CAN vs MEX,Carpet,D,2002-02-08
2002-D029,Davis Cup G2 QF: GUA vs PER,Hard,D,2002-02-08
2002-D030,Davis Cup G2 QF: PAR vs AHO,Clay,D,2002-02-08
2002-D031,Davis Cup G2 QF: COL vs CUB,Clay,D,2002-02-08
2002-D032,Davis Cup G2 QF: TRI vs URU,Hard,D,2002-02-08
2002-D033,Davis Cup G2 SF: CHN vs KAZ,Hard,D,2002-04-05
2002-D034,Davis Cup G2 SF: PAK vs TPE,Grass,D,2002-04-05
2002-D035,Davis Cup G1 SF: THA vs JPN,Hard,D,2002-04-05
2002-D036,Davis Cup G1 SF: NZL vs IND,Hard,D,2002-04-05
2002-D037,Davis Cup G1 QF: ITA vs FIN,Clay,D,2002-04-05
2002-D038,Davis Cup G1 QF: ZIM vs BLR,Hard,D,2002-04-05
2002-D039,Davis Cup G1 QF: ROU vs AUT,Carpet,D,2002-04-05
2002-D040,Davis Cup G1 QF: BEL vs GRE,Carpet,D,2002-04-05
2002-D041,Davis Cup WG QF: FRA vs CZE,Carpet,D,2002-04-05
2002-D042,Davis Cup WG QF: USA vs ESP,Grass,D,2002-04-05
2002-D043,Davis Cup WG QF: RUS vs SWE,Clay,D,2002-04-05
2002-D044,Davis Cup WG QF: ARG vs CRO,Clay,D,2002-04-05
2002-D045,Davis Cup G1 SF: VEN vs ECU,Hard,D,2002-04-05
2002-D046,Davis Cup G1 SF: CAN vs CHI,Carpet,D,2002-04-05
2002-D047,Davis Cup G2 SF: PAR vs PER,Clay,D,2002-04-05
2002-D048,Davis Cup G2 SF: COL vs URU,Clay,D,2002-04-05
2002-D049,Davis Cup G2 PO: GUA vs AHO,Hard,D,2002-04-05
2002-D050,Davis Cup G2 PO: CUB vs TRI,Hard,D,2002-04-05
2002-D051,Davis Cup G2 PO: PHI vs KUW,Clay,D,2002-04-05
2002-D052,Davis Cup G2 PO: HKG vs MAS,Hard,D,2002-04-05
2002-D053,Davis Cup G1 PO: UZB vs KOR,Hard,D,2002-04-05
2002-D054,Davis Cup G1 PO: INA vs LIB,Hard,D,2002-04-05
2002-D055,Davis Cup G2 F: PAK vs CHN,Grass,D,2002-09-20
2002-D056,Davis Cup G2 F: URU vs PER,Clay,D,2002-07-12
2002-D057,Davis Cup WG SF: FRA vs USA,Clay,D,2002-09-20
2002-D058,Davis Cup WG SF: RUS vs ARG,Carpet,D,2002-09-20
2002-D059,Davis Cup G1 PO: LIB vs KOR,Clay,D,2002-09-20
2002-D060,Davis Cup WG PO: AUS vs IND,Hard,D,2002-09-20
2002-D061,Davis Cup WG PO: ZIM vs BEL,Hard,D,2002-09-20
2002-D062,Davis Cup WG PO: BRA vs CAN,Clay,D,2002-09-20
2002-D063,Davis Cup WG PO: GER vs VEN,Hard,D,2002-09-20
2002-D064,Davis Cup WG PO: GBR vs THA,Carpet,D,2002-09-20
2002-D065,Davis Cup WG PO: FIN vs NED,Carpet,D,2002-09-20
2002-D066,Davis Cup WG PO: SVK vs ROU,Carpet,D,2002-09-20
2002-D067,Davis Cup WG PO: MAR vs SUI,Clay,D,2002-09-20
2002-D068,Davis Cup G2 QF: CIV vs BUL,Hard,D,2002-07-12
2002-D069,Davis Cup G2 QF: DEN vs NOR,Hard,D,2002-07-12
2002-D070,Davis Cup G2 QF: LUX vs YUG,Hard,D,2002-07-12
2002-D071,Davis Cup G2 QF: SLO vs IRL,Clay,D,2002-07-12
2002-D072,Davis Cup G1 PO: BLR vs POR,Carpet,D,2002-07-12
2002-D073,Davis Cup G1 PO: ECU vs BAH,Clay,D,2002-07-12
2002-D074,Davis Cup G1 PO: MEX vs CHI,Carpet,D,2002-07-12
2002-D075,Davis Cup G2 PO: LAT vs UKR,Clay,D,2002-07-12
2002-D076,Davis Cup G2 PO: EGY vs MDA,Clay,D,2002-07-12
2002-D077,Davis Cup G2 PO: RSA vs HUN,Hard,D,2002-07-12
2002-D078,Davis Cup G2 PO: GHA vs ARM,Hard,D,2002-07-12
2002-D079,Davis Cup G1 PO: BAH vs MEX,Hard,D,2002-09-20
2002-D080,Davis Cup G2 SF: NOR vs CIV,Clay,D,2002-09-20
2002-D081,Davis Cup G2 SF: LUX vs SLO,Hard,D,2002-09-20
2002-D082,Davis Cup G1 PO: ITA vs POR,Carpet,D,2002-09-20
2002-D083,Davis Cup G1 PO: ISR vs GRE,Hard,D,2002-09-20
2002-D084,Davis Cup WG F: FRA vs RUS,Clay,D,2002-11-29
2003-1536,Madrid Masters,Hard,M,2003-10-13
2003-1720,Bangkok,Hard,A,2003-09-22
2003-301,Auckland,Hard,A,2003-01-06
2003-306,St. Poelten,Clay,A,2003-05-19
2003-308,Munich,Clay,A,2003-04-28
2003-311,Queen's Club,Grass,A,2003-06-09
2003-314,Gstaad,Clay,A,2003-07-07
2003-315,Newport,Grass,A,2003-07-07
2003-316,Bastad,Clay,A,2003-07-07
2003-317,Amersfoort,Clay,A,2003-07-14
2003-319,Kitzbuhel,Clay,A,2003-07-21
2003-321,Stuttgart,Clay,A,2003-07-14
2003-325,Palermo,Clay,A,2003-09-22
2003-328,Basel,Carpet,A,2003-10-20
2003-329,Tokyo,Hard,A,2003-09-29
2003-337,Vienna,Hard,A,2003-10-06
2003-338,Sydney,Hard,A,2003-01-06
2003-339,Adelaide,Hard,A,2002-12-30
2003-341,Metz,Hard,A,2003-09-29
2003-352,Paris Masters,Carpet,M,2003-10-27
2003-360,Casablanca,Clay,A,2003-04-07
2003-375,Lyon,Carpet,A,2003-10-06
2003-402,Memphis,Hard,A,2003-02-17
2003-403,Miami Masters,Hard,M,2003-03-17
