tourney_id,tourney_name,surface,tourney_level,tourney_date
2003-404,Indian Wells Masters,Hard,M,2003-03-10
2003-407,Rotterdam,Hard,A,2003-02-17
2003-408,Milan,Carpet,A,2003-01-27
2003-410,Monte Carlo Masters,Clay,M,2003-04-14
2003-414,Hamburg Masters,Clay,M,2003-05-12
2003-416,Rome Masters,Clay,M,2003-05-05
2003-418,Washington,Hard,A,2003-07-28
2003-419,Indianapolis,Hard,A,2003-07-21
2003-421,Canada Masters,Hard,M,2003-08-04
2003-422,Cincinnati Masters,Hard,M,2003-08-11
2003-423,Los Angeles,Hard,A,2003-07-28
2003-424,San Jose,Hard,A,2003-02-10
2003-425,Barcelona,Clay,A,2003-04-21
2003-429,Stockholm,Hard,A,2003-10-20
2003-433,Scottsdale,Hard,A,2003-03-03
2003-438,Moscow,Carpet,A,2003-09-29
2003-439,Umag,Clay,A,2003-07-21
2003-440,s Hertogenbosch,Grass,A,2003-06-16
2003-441,Long Island,Hard,A,2003-08-18
2003-451,Doha,Hard,A,2002-12-30
2003-468,Estoril,Clay,A,2003-04-07
2003-475,Sopot,Clay,A,2003-07-28
2003-481,Copenhagen,Hard,A,2003-02-24
2003-495,Dubai,Hard,A,2003-02-24
2003-496,Marseille,Hard,A,2003-02-10
2003-499,Delray Beach,Hard,A,2003-03-03
2003-500,Halle,Grass,A,2003-06-09
2003-505,Vina del Mar,Clay,A,2003-02-10
2003-506,Buenos Aires,Clay,A,2003-02-17
2003-520,Roland Garros,Clay,G,2003-05-26
2003-533,Costa Do Sauipe,Hard,A,2003-09-08
2003-540,Wimbledon,Grass,G,2003-06-23
2003-560,US Open,Hard,G,2003-08-25
2003-568,St. Petersburg,Hard,A,2003-10-20
2003-573,Valencia,Clay,A,2003-04-28
2003-580,Australian Open,Hard,G,2003-01-13
2003-605,Masters Cup,Hard,F,2003-11-10
2003-615,Dusseldorf,Clay,A,2003-05-19
2003-717,Houston,Clay,A,2003-04-21
2003-741,Nottingham,Grass,A,2003-06-16
2003-773,Bucharest,Clay,A,2003-09-08
2003-807,Acapulco,Clay,A,2003-02-24
2003-890,Shanghai,Hard,A,2003-09-22
2003-891,Chennai,Hard,A,2002-12-30
2003-D001,Davis Cup WG R1: ROU vs FRA,Carpet,D,2003-02-07
2003-D002,Davis Cup WG R1: NED vs SUI,Carpet,D,2003-02-07
2003-D003,Davis Cup WG R1: AUS vs GBR,Clay,D,2003-02-07
2003-D004,Davis Cup WG R1: SWE vs BRA,Carpet,D,2003-02-07
2003-D005,Davis Cup WG R1: CRO vs USA,Carpet,D,2003-02-07
2003-D006,Davis Cup WG R1: ESP vs BEL,Clay,D,2003-02-07
2003-D007,Davis Cup WG R1: ARG vs GER,Clay,D,2003-02-07
2003-D008,Davis Cup WG R1: CZE vs RUS,Clay,D,2003-02-07
2003-D009,Davis Cup G1 R1: ECU vs CHI,Clay,D,2003-02-07
2003-D010,Davis Cup G1 R1: PER vs BAH,Clay,D,2003-02-07
2003-D011,Davis Cup G1 R1: IND vs JPN,Grass,D,2003-02-07
2003-D012,Davis Cup G1 R1: NZL vs PAK,Hard,D,2003-02-07
2003-D013,Davis Cup G1 R1: UZB vs INA,Hard,D,2003-02-07
2003-D014,Davis Cup G1 R1: THA vs KOR,Carpet,D,2003-02-07
2003-D015,Davis Cup G1 R1: NOR vs AUT,Hard,D,2003-02-07
2003-D016,Davis Cup G1 R1: BLR vs ISR,Carpet,D,2003-02-07
2003-D017,Davis Cup G2 R1: MEX vs AHO,Carpet,D,2003-02-07
2003-D018,Davis Cup G2 R1: PAR vs HAI,Clay,D,2003-02-07
2003-D019,Davis Cup G2 R1: CUB vs COL,Hard,D,2003-02-07
2003-D020,Davis Cup G2 R1: URU vs DOM,Clay,D,2003-02-07
2003-D021,Davis Cup G2 R1: IRI vs LIB,Clay,D,2003-02-07
2003-D022,Davis Cup G2 R1: HKG vs TJK,Hard,D,2003-02-07
2003-D023,Davis Cup G2 R1: TPE vs KAZ,Carpet,D,2003-02-07
2003-D024,Davis Cup G2 R1: CHN vs PHI,Hard,D,2003-02-14
2003-D025,Davis Cup G2 R1: POR vs MON,Clay,D,2003-04-04
2003-D026,Davis Cup G2 R1: RSA vs POL,Hard,D,2003-04-04
2003-D027,Davis Cup G2 R1: GHA vs SLO,Hard,D,2003-04-04
2003-D028,Davis Cup G2 R1: DEN vs TUN,Hard,D,2003-04-04
2003-D029,Davis Cup G2 R1: BUL vs UKR,Carpet,D,2003-04-04
2003-D030,Davis Cup G2 R1: YUG vs CIV,Carpet,D,2003-04-04
2003-D031,Davis Cup G2 R1: IRL vs EGY,Hard,D,2003-04-04
2003-D032,Davis Cup G2 R1: AND vs GRE,Carpet,D,2003-04-04
2003-D033,Davis Cup WG QF: FRA vs SUI,Hard,D,2003-04-04
2003-D034,Davis Cup WG QF: SWE vs AUS,Hard,D,2003-04-04
2003-D035,Davis Cup WG QF: ESP vs CRO,Clay,D,2003-04-04
2003-D036,Davis Cup WG QF: ARG vs RUS,Clay,D,2003-04-04
2003-D037,Davis Cup WG SF: AUS vs SUI,Hard,D,2003-09-19
2003-D038,Davis Cup WG SF: ESP vs ARG,Clay,D,2003-09-19
2003-D039,Davis Cup WG F: AUS vs ESP,Grass,D,2003-11-28
2003-D040,Davis Cup G1 R2: ECU vs VEN,Clay,D,2003-04-04
2003-D041,Davis Cup G1 R2: CAN vs PER,Carpet,D,2003-04-04
2003-D042,Davis Cup G1 R2: IND vs NZL,Grass,D,2003-04-04
2003-D043,Davis Cup G1 R2: UZB vs THA,Hard,D,2003-04-04
2003-D044,Davis Cup G1 R2: LUX vs SVK,Hard,D,2003-04-04
2003-D045,Davis Cup G1 R2: AUT vs FIN,Carpet,D,2003-04-04
2003-D046,Davis Cup G1 R2: BLR vs ZIM,Carpet,D,2003-04-04
2003-D047,Davis Cup G1 R2: MAR vs ITA,Clay,D,2003-04-04
2003-D048,Davis Cup G2 R2: PAR vs MEX,Clay,D,2003-04-04
2003-D049,Davis Cup G2 R2: DOM vs CUB,Clay,D,2003-04-04
2003-D050,Davis Cup G2 F: DOM vs PAR,Hard,D,2003-09-19
2003-D051,Davis Cup G2 R2: LIB vs HKG,Hard,D,2003-06-20
2003-D052,Davis Cup G2 R2: CHN vs TPE,Hard,D,2003-04-04
2003-D053,Davis Cup G2 F: TPE vs HKG,Hard,D,2003-09-19
2003-D054,Davis Cup G2 R2: RSA vs POR,Hard,D,2003-07-11
2003-D055,Davis Cup G2 R2: DEN vs SLO,Hard,D,2003-07-11
2003-D056,Davis Cup G2 R2: YUG vs BUL,Clay,D,2003-07-11
2003-D057,Davis Cup G2 R2: GRE vs IRL,Clay,D,2003-07-11
2003-D058,Davis Cup G2 R3: DEN vs RSA,Carpet,D,2003-09-19
2003-D059,Davis Cup G2 R3: GRE vs YUG,Clay,D,2003-09-19
2003-D060,Davis Cup G2 PO: AHO vs HAI,Hard,D,2003-04-04
2003-D061,Davis Cup G2 PO: URU vs COL,Clay,D,2003-04-04
2003-D062,Davis Cup G2 PO: POL vs MON,Clay,D,2003-07-11
2003-D063,Davis Cup G2 PO: TUN vs GHA,Clay,D,2003-07-11
2003-D064,Davis Cup G2 PO: UKR vs CIV,Clay,D,2003-07-11
2003-D065,Davis Cup G2 PO: AND vs EGY,Carpet,D,2003-07-11
2003-D066,Davis Cup G1 PO: JPN vs PAK,Carpet,D,2003-04-04
2003-D067,Davis Cup G1 PO: INA vs KOR,Hard,D,2003-04-04
2003-D068,Davis Cup G1 PO: PAK vs KOR,Grass,D,2003-09-19
2003-D069,Davis Cup G1 PO: VEN vs CHI,Hard,D,2003-07-11
2003-D070,Davis Cup G1 PO: VEN vs BAH,Hard,D,2003-09-19
2003-D071,Davis Cup G1 PO: NOR vs FIN,Clay,D,2003-07-11
2003-D072,Davis Cup G1 PO: ISR vs ZIM,Hard,D,2003-07-11
2003-D073,Davis Cup G1 PO: NOR vs LUX,Clay,D,2003-09-19
2003-D074,Davis Cup G1 PO: ZIM vs ITA,Hard,D,2003-09-19
2003-D075,Davis Cup G2 PO: TJK vs IRI,Clay,D,2003-04-04
2003-D076,Davis Cup G2 PO: PHI vs KAZ,Clay,D,2003-04-04
2003-D077,Davis Cup WG PO: AUT vs BEL,Clay,D,2003-09-19
2003-D078,Davis Cup WG PO: CAN vs BRA,Carpet,D,2003-09-19
2003-D079,Davis Cup WG PO: THA vs CZE,Hard,D,2003-09-19
2003-D080,Davis Cup WG PO: GER vs BLR,Clay,D,2003-09-19
2003-D081,Davis Cup WG PO: MAR vs GBR,Clay,D,2003-09-19
2003-D082,Davis Cup WG PO: NED vs IND,Hard,D,2003-09-19
2003-D083,Davis Cup WG PO: ECU vs ROU,Clay,D,2003-09-19
2003-D084,Davis Cup WG PO: SVK vs USA,Clay,D,2003-09-19
2004-1536,Madrid Masters,Hard,M,2004-10-18
2004-1720,Bangkok,Hard,A,2004-09-27
2004-301,Auckland,Hard,A,2004-01-12
2004-306,St. Poelten,Clay,A,2004-05-17
2004-308,Munich,Clay,A,2004-04-26
2004-311,Queen's Club,Grass,A,2004-06-07
2004-314,Gstaad,Clay,A,2004-07-05
2004-315,Newport,Grass,A,2004-07-05
2004-316,Bastad,Clay,A,2004-07-05
2004-317,Amersfoort,Clay,A,2004-07-12
2004-319,Kitzbuhel,Clay,A,2004-07-19
2004-321,Stuttgart,Clay,A,2004-07-12
2004-325,Palermo,Clay,A,2004-09-27
2004-328,Basel,Carpet,A,2004-10-25
2004-329,Tokyo,Hard,A,2004-10-04
2004-337,Vienna,Hard,A,2004-10-11
2004-338,Sydney,Hard,A,2004-01-12
2004-339,Adelaide,Hard,A,2004-01-05
2004-341,Metz,Hard,A,2004-10-11
2004-352,Paris Masters,Carpet,M,2004-11-01
2004-360,Casablanca,Clay,A,2004-05-17
2004-375,Lyon,Carpet,A,2004-10-04
2004-402,Memphis,Hard,A,2004-02-16
2004-403,Miami Masters,Hard,M,2004-03-22
2004-404,Indian Wells Masters,Hard,M,2004-03-08
2004-407,Rotterdam,Hard,A,2004-02-16
2004-408,Milan,Carpet,A,2004-02-09
2004-410,Monte Carlo Masters,Clay,M,2004-04-19
2004-414,Hamburg Masters,Clay,M,2004-05-10
2004-416,Rome Masters,Clay,M,2004-05-03
2004-418,Washington,Hard,A,2004-08-16
2004-419,Indianapolis,Hard,A,2004-07-19
2004-421,Canada Masters,Hard,M,2004-07-26
2004-422,Cincinnati Masters,Hard,M,2004-08-02
2004-423,Los Angeles,Hard,A,2004-07-12
2004-424,San Jose,Hard,A,2004-02-09
2004-425,Barcelona,Clay,A,2004-04-26
2004-429,Stockholm,Hard,A,2004-10-25
2004-433,Scottsdale,Hard,A,2004-03-01
2004-438,Moscow,Carpet,A,2004-10-11
2004-439,Umag,Clay,A,2004-07-19
2004-440,s Hertogenbosch,Grass,A,2004-06-14
2004-441,Long Island,Hard,A,2004-08-23
2004-451,Doha,Hard,A,2004-01-05
2004-468,Estoril,Clay,A,2004-04-12
2004-475,Sopot,Clay,A,2004-08-09
2004-495,Dubai,Hard,A,2004-03-01
2004-496,Marseille,Hard,A,2004-02-23
2004-499,Delray Beach,Hard,A,2004-09-13
2004-500,Halle,Grass,A,2004-06-07
2004-505,Vina del Mar,Clay,A,2004-02-09
2004-506,Buenos Aires,Clay,A,2004-02-16
2004-520,Roland Garros,Clay,G,2004-05-24
2004-533,Costa Do Sauipe,Clay,A,2004-02-23
2004-540,Wimbledon,Grass,G,2004-06-21
2004-560,US Open,Hard,G,2004-08-30
2004-568,St. Petersburg,Carpet,A,2004-10-25
2004-573,Valencia,Clay,A,2004-04-12
2004-580,Australian Open,Hard,G,2004-01-19
2004-605,Masters Cup,Hard,F,2004-11-15
2004-615,Dusseldorf,Clay,A,2004-05-17
2004-717,Houston,Clay,A,2004-04-12
2004-741,Nottingham,Grass,A,2004-06-14
2004-747,Beijing,Hard,A,2004-09-13
2004-773,Bucharest,Clay,A,2004-09-13
2004-807,Acapulco,Clay,A,2004-03-01
2004-890,Shanghai,Hard,A,2004-09-27
2004-891,Chennai,Hard,A,2004-01-05
2004-96,Athens Olympics,Hard,A,2004-08-16
2004-D001,Davis Cup WG R1: AUS vs SWE,Hard,D,2004-02-06
2004-D002,Davis Cup WG R1: USA vs AUT,Hard,D,2004-02-06
2004-D003,Davis Cup WG R1: BLR vs RUS,Carpet,D,2004-02-06
2004-D004,Davis Cup WG R1: MAR vs ARG,Hard,D,2004-02-06
2004-D005,Davis Cup WG R1: ROU vs SUI,Clay,D,2004-02-06
2004-D006,Davis Cup WG R1: FRA vs CRO,Clay,D,2004-02-06
2004-D007,Davis Cup WG R1: NED vs CAN,Clay,D,2004-02-06
2004-D008,Davis Cup WG R1: CZE vs ESP,Carpet,D,2004-02-06
2004-D009,Davis Cup WG QF: USA vs SWE,Hard,D,2004-04-09
2004-D010,Davis Cup WG QF: BLR vs ARG,Carpet,D,2004-04-09
2004-D011,Davis Cup WG QF: SUI vs FRA,Hard,D,2004-04-09
2004-D012,Davis Cup WG QF: ESP vs NED,Clay,D,2004-04-09
2004-D013,Davis Cup WG SF: USA vs BLR,Hard,D,2004-09-24
2004-D014,Davis Cup WG SF: ESP vs FRA,Clay,D,2004-09-24
2004-D015,Davis Cup WG F: ESP vs USA,Clay,D,2004-12-03
2004-D016,Davis Cup G1 R1: LUX vs FIN,Hard,D,2004-02-06
2004-D017,Davis Cup G1 R1: ZIM vs GRE,Hard,D,2004-02-06
2004-D018,Davis Cup G1 R2: GER vs ISR,Hard,D,2004-04-09
2004-D019,Davis Cup G1 R2: LUX vs GBR,Hard,D,2004-04-09
2004-D020,Davis Cup G1 R2: BEL vs ZIM,Clay,D,2004-04-09
2004-D021,Davis Cup G1 R2: RSA vs SVK,Grass,D,2004-04-09
2004-D022,Davis Cup G1 PO: ISR vs FIN,Hard,D,2004-09-23
2004-D023,Davis Cup G1 PO: RSA vs GRE,Hard,D,2004-09-24
2004-D024,Davis Cup G1 R1: VEN vs PAR,Hard,D,2004-02-06
2004-D025,Davis Cup G1 R1: PER vs CHI,Clay,D,2004-02-06
2004-D026,Davis Cup G1 R2: BRA vs PAR,Clay,D,2004-04-09
2004-D027,Davis Cup G1 R2: CHI vs ECU,Clay,D,2004-04-09
2004-D028,Davis Cup G1 PO: VEN vs BRA,Hard,D,2004-07-16
2004-D029,Davis Cup G1 PO: ECU vs PER,Hard,D,2004-07-16
2004-D030,Davis Cup G1 PO: BRA vs PER,Clay,D,2004-09-24
2004-D031,Davis Cup G1 R1: THA vs PAK,Hard,D,2004-02-06
2004-D032,Davis Cup G1 R1: TPE vs UZB,Hard,D,2004-02-06
2004-D033,Davis Cup G1 R1: INA vs JPN,Hard,D,2004-02-06
2004-D034,Davis Cup G1 R1: NZL vs IND,Carpet,D,2004-02-06
2004-D035,Davis Cup G1 R2: THA vs UZB,Hard,D,2004-04-09
2004-D036,Davis Cup G1 R2: JPN vs IND,Hard,D,2004-04-09
2004-D037,Davis Cup G1 PO: TPE vs PAK,Hard,D,2004-04-09
2004-D038,Davis Cup G1 PO: INA vs NZL,Hard,D,2004-04-09
2004-D039,Davis Cup G1 PO: PAK vs NZL,Clay,D,2004-09-24
2004-D040,Davis Cup G2 R1: ITA vs GEO,Clay,D,2004-04-09
2004-D041,Davis Cup G2 R1: BUL vs EGY,Carpet,D,2004-04-09
2004-D043,Davis Cup G2 R1: SLO vs POL,Clay,D,2004-04-09
2004-D044,Davis Cup G2 R1: TUN vs POR,Hard,D,2004-04-09
2004-D045,Davis Cup G2 R1: SCG vs LAT,Carpet,D,2004-04-09
2004-D046,Davis Cup G2 R1: IRL vs HUN,Carpet,D,2004-04-09
2004-D047,Davis Cup G2 R1: NOR vs UKR,Hard,D,2004-04-09
2004-D048,Davis Cup G2 R2: ITA vs BUL,Clay,D,2004-07-16
2004-D049,Davis Cup G2 R2: POL vs ALG,Clay,D,2004-07-16
2004-D050,Davis Cup G2 R2: POR vs SCG,Clay,D,2004-07-16
2004-D051,Davis Cup G2 R2: HUN vs NOR,Clay,D,2004-07-16
2004-D052,Davis Cup G2 F: ITA vs POL,Clay,D,2004-09-24
2004-D053,Davis Cup G2 F: HUN vs SCG,Clay,D,2004-09-24
2004-D054,Davis Cup G2 R1: PUR vs BAH,Hard,D,2004-02-06
2004-D055,Davis Cup G2 R1: JAM vs MEX,Hard,D,2004-02-06
2004-D056,Davis Cup G2 R1: HAI vs URU,Clay,D,2004-02-06
2004-D057,Davis Cup G2 R1: CUB vs DOM,Hard,D,2004-02-06
2004-D058,Davis Cup G2 R2: MEX vs BAH,Clay,D,2004-04-09
2004-D059,Davis Cup G2 R2: DOM vs URU,Hard,D,2004-04-09
2004-D060,Davis Cup G2 F: MEX vs DOM,Clay,D,2004-09-24
2004-D061,Davis Cup G2 R1: MAS vs KOR,Hard,D,2004-02-06
2004-D062,Davis Cup G2 R1: LIB vs IRI,Carpet,D,2004-02-06
2004-D063,Davis Cup G2 R1: PHI vs CHN,Clay,D,2004-02-06
2004-D064,Davis Cup G2 R1: HKG vs KUW,Hard,D,2004-02-06
2004-D065,Davis Cup G2 R2: KOR vs LIB,Hard,D,2004-04-09
2004-D066,Davis Cup G2 R2: CHN vs KUW,Hard,D,2004-04-09
2004-D067,Davis Cup G2 F: CHN vs KOR,Hard,D,2004-09-24
2004-D068,Davis Cup G2 PO: GEO vs EGY,Clay,D,2004-07-16
2004-D070,Davis Cup G2 PO: LAT vs TUN,Clay,D,2004-07-16
2004-D071,Davis Cup G2 PO: UKR vs IRL,Hard,D,2004-07-16
2004-D072,Davis Cup G2 PO: PUR vs JAM,Hard,D,2004-04-09
2004-D073,Davis Cup G2 PO: CUB vs HAI,Hard,D,2004-04-09
2004-D074,Davis Cup G2 PO: IRI vs MAS,Clay,D,2004-04-09
2004-D075,Davis Cup G2 PO: PHI vs HKG,Clay,D,2004-04-09
2004-D076,Davis Cup WG PO: AUS vs MAR,Grass,D,2004-09-24
2004-D077,Davis Cup WG PO: CHI vs JPN,Clay,D,2004-09-24
2004-D078,Davis Cup WG PO: CRO vs BEL,Carpet,D,2004-09-24
2004-D079,Davis Cup WG PO: PAR vs CZE,Clay,D,2004-09-24
2004-D080,Davis Cup WG PO: SVK vs GER,Hard,D,2004-09-24
2004-D081,Davis Cup WG PO: AUT vs GBR,Clay,D,2004-09-24
2004-D082,Davis Cup WG PO: ROU vs CAN,Clay,D,2004-09-24
2004-D083,Davis Cup WG PO: RUS vs THA,Clay,D,2004-09-24
2005-1536,Madrid Masters,Hard,M,2005-10-17
2005-1720,Bangkok,Hard,A,2005-09-26
2005-301,Auckland,Hard,A,2005-01-10
2005-306,St. Poelten,Clay,A,2005-05-16
2005-308,Munich,Clay,A,2005-04-25
2005-311,Queen's Club,Grass,A,2005-06-06
2005-314,Gstaad,Clay,A,2005-07-04
2005-315,Newport,Grass,A,2005-07-04
2005-316,Bastad,Clay,A,2005-07-04
2005-317,Amersfoort,Clay,A,2005-07-18
2005-319,Kitzbuhel,Clay,A,2005-07-25
2005-321,Stuttgart,Clay,A,2005-07-18
2005-325,Palermo,Clay,A,2005-09-26
2005-328,Basel,Carpet,A,2005-10-24
2005-329,Tokyo,Hard,A,2005-10-03
2005-3348,New Haven,Hard,A,2005-08-22
2005-337,Vienna,Hard,A,2005-10-10
2005-338,Sydney,Hard,A,2005-01-10
2005-339,Adelaide,Hard,A,2005-01-03
2005-341,Metz,Hard,A,2005-10-03
2005-352,Paris Masters,Carpet,M,2005-10-31
2005-360,Casablanca,Clay,A,2005-04-04
2005-375,Lyon,Carpet,A,2005-10-24
2005-402,Memphis,Hard,A,2005-02-14
2005-403,Miami Masters,Hard,M,2005-03-21
2005-404,Indian Wells Masters,Hard,M,2005-03-07
2005-407,Rotterdam,Hard,A,2005-02-14
2005-408,Milan,Carpet,A,2005-01-31
2005-410,Monte Carlo Masters,Clay,M,2005-04-11
2005-414,Hamburg Masters,Clay,M,2005-05-09
2005-416,Rome Masters,Clay,M,2005-05-02
2005-418,Washington,Hard,A,2005-08-01
2005-419,Indianapolis,Hard,A,2005-07-18
2005-421,Canada Masters,Hard,M,2005-08-08
2005-422,Cincinnati Masters,Hard,M,2005-08-15
2005-423,Los Angeles,Hard,A,2005-07-25
2005-424,San Jose,Hard,A,2005-02-07
2005-425,Barcelona,Clay,A,2005-04-18
2005-429,Stockholm,Hard,A,2005-10-10
2005-433,Scottsdale,Hard,A,2005-02-21
2005-438,Moscow,Carpet,A,2005-10-10
2005-439,Umag,Clay,A,2005-07-25
2005-440,s Hertogenbosch,Grass,A,2005-06-13
2005-451,Doha,Hard,A,2005-01-03
2005-468,Estoril,Clay,A,2005-04-25
2005-475,Sopot,Clay,A,2005-08-01
2005-495,Dubai,Hard,A,2005-02-21
2005-496,Marseille,Hard,A,2005-02-07
2005-499,Delray Beach,Hard,A,2005-01-31
2005-500,Halle,Grass,A,2005-06-06
2005-505,Vina del Mar,Clay,A,2005-01-31
2005-506,Buenos Aires,Clay,A,2005-02-07
2005-520,Roland Garros,Clay,G,2005-05-23
2005-533,Costa Do Sauipe,Clay,A,2005-02-14
2005-540,Wimbledon,Grass,G,2005-06-20
2005-560,US Open,Hard,G,2005-08-29
2005-568,St. Petersburg,Carpet,A,2005-10-24
2005-573,Valencia,Clay,A,2005-04-04
2005-580,Australian Open,Hard,G,2005-01-17
2005-605,Masters Cup,Carpet,F,2005-11-14
2005-615,Dusseldorf,Clay,A,2005-05-16
2005-717,Houston,Clay,A,2005-04-18
2005-741,Nottingham,Grass,A,2005-06-13
2005-747,Beijing,Hard,A,2005-09-12
2005-773,Bucharest,Clay,A,2005-09-12
2005-807,Acapulco,Clay,A,2005-02-21
2005-890,Ho Chi Minh City,Carpet,A,2005-09-26
2005-891,Chennai,Hard,A,2005-01-03
2005-D001,Davis Cup WG R1: SVK vs ESP,Hard,D,2005-03-04
2005-D002,Davis Cup WG R1: SUI vs NED,Hard,D,2005-03-04
2005-D003,Davis Cup WG R1: AUS vs AUT,Grass,D,2005-03-04
2005-D004,Davis Cup WG R1: ARG vs CZE,Clay,D,2005-03-04
2005-D005,Davis Cup WG R1: RUS vs CHI,Carpet,D,2005-03-04
2005-D006,Davis Cup WG R1: FRA vs SWE,Clay,D,2005-03-04
2005-D007,Davis Cup WG R1: ROU vs BLR,Clay,D,2005-03-04
2005-D008,Davis Cup WG R1: USA vs CRO,Hard,D,2005-03-04
2005-D009,Davis Cup WG QF: SVK vs NED,Hard,D,2005-07-15
2005-D010,Davis Cup WG QF: AUS vs ARG,Grass,D,2005-07-15
2005-D011,Davis Cup WG QF: RUS vs FRA,Clay,D,2005-07-15
2005-D012,Davis Cup WG QF: CRO vs ROU,Carpet,D,2005-07-15
2005-D013,Davis Cup WG SF: SVK vs ARG,Hard,D,2005-09-23
2005-D014,Davis Cup WG SF: CRO vs RUS,Carpet,D,2005-09-23
2005-D015,Davis Cup WG F: SVK vs CRO,Hard,D,2005-12-02
2005-D016,Davis Cup WG PO: AUT vs ECU,Hard,D,2005-09-23
2005-D017,Davis Cup WG PO: CAN vs BLR,Hard,D,2005-09-23
2005-D018,Davis Cup WG PO: CHI vs PAK,Clay,D,2005-09-23
2005-D019,Davis Cup WG PO: CZE vs GER,Clay,D,2005-09-23
2005-D020,Davis Cup WG PO: ITA vs ESP,Clay,D,2005-09-23
2005-D021,Davis Cup WG PO: IND vs SWE,Grass,D,2005-09-23
2005-D022,Davis Cup WG PO: SUI vs GBR,Clay,D,2005-09-23
2005-D023,Davis Cup WG PO: BEL vs USA,Clay,D,2005-09-23
2005-D024,Davis Cup G1 R1: VEN vs PER,Hard,D,2005-03-04
2005-D025,Davis Cup G1 R1: MEX vs ECU,Hard,D,2005-03-04
2005-D026,Davis Cup G1 R2: VEN vs CAN,Clay,D,2005-04-29
2005-D027,Davis Cup G1 R2: ECU vs PAR,Clay,D,2005-04-29
2005-D028,Davis Cup G1 PO: MEX vs PAR,Hard,D,2005-07-15
2005-D029,Davis Cup G1 PO: PER vs PAR,Clay,D,2005-09-23
2005-D030,Davis Cup G1 R1: SCG vs ZIM,Clay,D,2005-03-04
2005-D031,Davis Cup G1 R1: LUX vs ITA,Hard,D,2005-03-04
2005-D032,Davis Cup G1 R2: ISR vs GBR,Hard,D,2005-03-04
2005-D033,Davis Cup G1 R2: SCG vs BEL,Clay,D,2005-04-29
2005-D034,Davis Cup G1 R2: ITA vs MAR,Clay,D,2005-04-28
2005-D035,Davis Cup G1 R2: RSA vs GER,Hard,D,2005-03-04
2005-D036,Davis Cup G1 PO: LUX vs MAR,Hard,D,2005-07-15
2005-D037,Davis Cup G1 PO: ZIM vs ISR,Hard,D,2005-09-23
2005-D038,Davis Cup G1 PO: MAR vs RSA,Clay,D,2005-09-23
2005-D039,Davis Cup G1 R1: PAK vs THA,Grass,D,2005-03-04
2005-D040,Davis Cup G1 R1: TPE vs JPN,Hard,D,2005-03-04
2005-D041,Davis Cup G1 R1: INA vs UZB,Hard,D,2005-03-04
2005-D042,Davis Cup G1 R1: IND vs CHN,Grass,D,2005-03-04
2005-D043,Davis Cup G1 R2: PAK vs TPE,Grass,D,2005-04-29
2005-D044,Davis Cup G1 R2: IND vs UZB,Grass,D,2005-04-29
2005-D045,Davis Cup G1 PO: JPN vs THA,Carpet,D,2005-07-15
2005-D046,Davis Cup G1 PO: CHN vs INA,Hard,D,2005-07-15
2005-D047,Davis Cup G1 PO: THA vs INA,Hard,D,2005-09-23
2005-D048,Davis Cup G2 R1: GHA vs FIN,Hard,D,2005-03-04
2005-D049,Davis Cup G2 R1: BUL vs GEO,Carpet,D,2005-03-04
2005-D050,Davis Cup G2 R1: HUN vs MON,Hard,D,2005-03-04
2005-D051,Davis Cup G2 R1: UKR vs NOR,Carpet,D,2005-03-04
2005-D052,Davis Cup G2 R1: EST vs POR,Carpet,D,2005-03-04
2005-D053,Davis Cup G2 R1: ALG vs POL,Clay,D,2005-03-04
2005-D054,Davis Cup G2 R1: SLO vs CIV,Hard,D,2005-03-04
2005-D055,Davis Cup G2 R1: LAT vs GRE,Carpet,D,2005-03-04
2005-D056,Davis Cup G2 R2: FIN vs BUL,Clay,D,2005-07-15
2005-D057,Davis Cup G2 R2: UKR vs HUN,Hard,D,2005-07-15
2005-D058,Davis Cup G2 R2: POR vs ALG,Clay,D,2005-07-15
2005-D059,Davis Cup G2 R2: SLO vs LAT,Clay,D,2005-07-15
2005-D060,Davis Cup G2 F: UKR vs BUL,Hard,D,2005-09-23
2005-D061,Davis Cup G2 F: POR vs SLO,Clay,D,2005-09-23
2005-D062,Davis Cup G2 PO: GHA vs GEO,Hard,D,2005-07-15
2005-D063,Davis Cup G2 PO: NOR vs MON,Clay,D,2005-07-15
2005-D064,Davis Cup G2 PO: POL vs EST,Clay,D,2005-07-15
2005-D065,Davis Cup G2 PO: GRE vs CIV,Clay,D,2005-07-15
2005-D066,Davis Cup G2 R1: COL vs BRA,Clay,D,2005-03-04
2005-D067,Davis Cup G2 R1: AHO vs BAH,Hard,D,2005-03-04
2005-D068,Davis Cup G2 R1: CUB vs URU,Hard,D,2005-03-04
2005-D069,Davis Cup G2 R1: JAM vs DOM,Hard,D,2005-03-04
2005-D070,Davis Cup G2 R2: BRA vs AHO,Clay,D,2005-07-15
2005-D071,Davis Cup G2 R2: URU vs DOM,Clay,D,2005-07-15
2005-D072,Davis Cup G2 PO: COL vs BAH,Clay,D,2005-07-15
2005-D073,Davis Cup G2 PO: JAM vs CUB,Hard,D,2005-07-15
2005-D074,Davis Cup G2 R1: NZL vs KAZ,Hard,D,2005-03-04
2005-D075,Davis Cup G2 R1: IRI vs KUW,Clay,D,2005-03-04
2005-D076,Davis Cup G2 R1: POC vs LIB,Hard,D,2005-03-04
