tourney_id,match_num,winner_id,loser_id,score,minutes,winner_seed,loser_seed
2014-341,26,105311,104792,7-6(6) 6-2,98,6,2
2014-341,27,105676,105311,6-4 6-3,89,8,6
2014-6003,23,103898,104655,6-3 6-7(3) 6-4,171,4,5
2014-6003,26,103898,105208,6-4 6-4,44,4,2
2014-6003,27,105453,103898,7-6(4) 6-4,70,1,4
2014-6967,22,103990,104312,6-4 6-7(5) 6-3,174,4,8
2014-6967,25,103990,105053,6-1 6-4,138,4,6
2014-6967,27,104918,103990,5-7 7-6(9) 6-1,81,2,4
2014-747,25,104925,105777,6-2 6-4,83,1,5
2014-747,26,104918,105227,6-1 6-4,115,6,4
2014-747,27,104607,104545,6-1 6-4,82,3,8
2014-747,29,104925,104918,6-3 6-4,146,1,6
2014-747,31,104925,104607,6-0 6-2,70,1,3
2014-329,31,105453,105683,7-6(5) 4-6 6-4,227,4,3
2014-5014,42,103970,104918,2-6 6-1 6-2,128,5,11
2014-5014,43,103819,105138,6-4 6-2,112,3,14
2014-5014,49,104925,103970,6-4 6-2,104,1,5
2014-5014,53,103819,104925,6-4 6-4,161,3,1
2014-438,22,105208,104312,7-6(6) 4-6 7-6(3),65,3,8
2014-438,24,105227,103990,6-3 6-3,79,2,6
2014-438,25,105138,105208,6-4 6-4,117,5,3
2014-438,27,105227,105138,6-4 6-4,97,2,5
2014-429,27,104607,105777,5-7 6-4 6-4,122,1,2
2014-337,21,103970,103333,7-6(5) 6-4,76,1,6
2014-337,25,103970,104259,6-3 2-6 7-6(3),99,1,4
2014-337,27,104918,103970,5-7 6-2 7-5,152,2,1
2014-328,25,103819,105777,7-6(4) 6-2,66,1,5
2014-328,27,105676,105683,6-7(3) 6-3 6-4,145,7,4
2014-328,29,103819,103333,7-6(8) 3-6 6-3,147,1,8
2014-328,31,103819,105676,6-2 6-2,80,1,7
2014-573,26,104918,104731,6-7(3) 6-4 6-4,49,3,7
2014-573,29,104918,103970,6-4 7-5,72,3,1
2014-352,34,104918,105777,6-3 6-3,160,8,9
2014-352,36,105453,104542,6-1 4-6 6-4,71,6,10
2014-352,37,104607,103852,7-5 6-3,70,5,12
2014-352,38,104731,104527,6-7(2) 7-5 7-6(3),98,14,3
2014-352,39,105683,105138,7-5 7-6(7),81,7,11
2014-352,41,104925,104918,7-5 6-2,87,1,8
2014-352,42,105453,103970,3-6 7-6(5) 6-4,135,6,4
2014-352,43,104607,104731,6-7(4) 6-4 6-4,101,5,14
2014-352,44,105683,103819,7-6(5) 7-5,127,7,2
2014-352,45,104925,105453,6-2 6-3,122,1,6
2014-352,46,105683,104607,6-3 3-6 7-5,160,7,5
2014-352,47,104925,105683,6-2 6-3,94,1,7
2014-605,501,104925,104527,6-3 6-0,121,1,3
2014-605,502,104925,104607,6-2 6-2,79,1,6
2014-605,503,104925,105227,6-1 6-1,117,1,8
2014-605,504,104527,104607,6-1 6-1,126,3,6
2014-605,505,104527,105227,6-3 4-6 6-3,168,3,8
2014-605,506,104607,105227,6-3 6-1,69,6,8
2014-605,507,103819,105453,6-3 6-2,52,2,4
2014-605,508,103819,104918,6-0 6-1,81,2,5
2014-605,509,105453,104918,6-4 6-4,114,4,5
2014-605,510,105453,103970,4-6 6-4 6-1,96,4,9
2014-605,511,103819,105683,6-1 7-6(0),77,2,8
2014-605,512,104918,105683,6-3 7-5,91,5,8
2014-605,513,103819,104527,4-6 7-5 7-6(6),156,2,3
2014-605,514,104925,105453,6-1 3-6 6-0,45,1,4
2014-605,515,104925,103819,W/O,92,1,2
2015-339,25,103819,105777,6-2 6-2,158,1,4
2015-339,26,105683,105453,6-7(4) 7-6(4) 7-6(4),987,3,2
2015-339,27,103819,105683,6-4 6-7(2) 6-4,94,1,3
2015-891,21,104527,104180,6-2 7-6(4),96,1,8
2015-891,23,105138,104229,7-6(7) 6-4,107,3,6
2015-891,25,104527,105676,7-5 6-3,88,1,4
2015-451,25,103333,104925,6-7(2) 7-6(6) 6-4,79,7,1
2015-451,27,104607,104755,6-2 6-1,83,3,6
2015-451,29,103970,103333,6-7(2) 7-6(5) 7-6(4),130,4,7
2015-451,31,103970,104607,6-4 7-5,74,4,3
2015-338,22,104919,103898,6-3 7-6(4),105,5,4
2015-301,23,104731,105449,6-4 7-6(8),117,4,8
2015-580,97,104925,104269,7-6(8) 6-3 6-4,137,1,31
2015-580,103,103970,104468,6-2 7-5 5-7 7-6(4),214,9,18
2015-580,107,104731,104755,6-4 7-6(3) 7-6(6),110,14,24
2015-580,114,105683,103852,6-4 4-6 6-3 6-7(7) 6-3,188,8,12
2015-580,116,105453,103970,6-3 6-3 6-3,214,5,9
2015-580,118,104745,104731,7-5 6-1 6-4,129,3,14
2015-580,119,104918,105777,6-4 6-7(5) 6-3 7-5,133,6,10
2015-580,121,104925,105683,7-6(5) 6-4 6-2,120,1,8
2015-580,122,104527,105453,6-3 6-4 7-6(6),111,4,5
2015-580,123,104607,104745,6-2 6-0 7-6(5),117,7,3
2015-580,125,104925,104527,7-6(1) 3-6 6-4 4-6 6-0,140,1,4
2015-580,126,104918,104607,6-7(6) 6-0 6-3 7-5,103,6,7
2015-580,127,104925,104918,7-6(5) 6-7(4) 6-3 6-0,91,1,6
2015-375,22,104755,104797,6-3 6-4,180,4,6
2015-375,23,105311,104259,7-6(5) 6-4,93,7,3
2015-375,24,105668,104468,6-2 7-5,231,5,2
2015-375,25,104755,104792,6-4 6-3,111,4,1
2015-375,26,105668,105311,7-6(9) 3-6 6-1,144,5,7
2015-375,27,104755,105668,3-0 RET,238,4,5
2015-7161,21,103852,105583,4-6 7-5 6-1,135,1,7
2015-7161,22,104269,103893,6-1 6-2,274,3,5
2015-7161,23,103607,105373,6-2 6-2,127,8,4
2015-7161,25,103852,104269,7-6(5) 7-6(1),72,1,3
2015-7161,26,103607,105064,7-6(5) 7-5,140,8,6
2015-7161,27,103607,103852,6-2 6-7(5) 7-6(5),69,8,1
2015-2276,22,104198,104678,6-1 6-7(5) 7-5,84,3,7
2015-2276,26,104312,104719,7-6(5) 6-1,71,5,8
2015-2276,27,104198,104312,7-6(4) 6-3,63,3,5
2015-402,24,104731,105449,6-4 6-4,125,2,6
2015-402,27,105453,104731,6-4 6-4,67,1,2
2015-407,25,104468,104918,6-4 6-2,66,8,1
2015-407,29,104607,104468,6-2 6-1,90,3,8
2015-407,30,104527,105683,7-6(3) 7-6(7),74,4,2
2015-407,31,104527,104607,4-6 6-3 6-4,128,4,3
2015-533,23,105053,104926,7-6(4) 7-5,105,6,3
2015-533,26,104655,105053,6-4 6-3,121,5,6
2015-499,26,103333,105449,6-2 7-6(4),92,4,7
2015-499,29,103333,105173,6-3 6-4,87,4,5
2015-496,25,104792,105138,6-4 6-2,103,7,4
2015-496,27,104468,104792,6-4 1-6 7-6(4),203,5,7
2015-6932,25,104745,104655,4-6 7-5 6-0,97,1,6
2015-6932,29,104926,104745,1-6 6-2 7-5,116,4,1
2015-6932,31,103970,104926,6-2 6-3,129,2,4
2015-807,25,105453,105238,6-4 6-4,126,1,5
2015-807,29,105453,104731,6-2 3-6 6-3,124,1,4
2015-807,31,103970,105453,6-3 7-5,96,2,1
2015-495,29,104925,104607,6-0 5-7 6-4,161,1,4
2015-495,31,103819,104925,6-3 7-5,117,2,1
2015-404,66,104545,104731,7-6(6) 6-2,82,18,16
2015-404,68,106071,103970,7-5 6-4,101,32,8
2015-404,69,104918,104259,6-1 3-6 6-1,141,4,26
2015-404,71,103852,104655,6-2 4-6 6-3,134,12,20
2015-404,72,105453,104269,6-7(6) 6-1 6-4,100,5,28
2015-404,74,103990,105777,6-4 1-6 7-5,112,17,11
2015-404,80,103819,104312,6-3 6-4,124,2,30
2015-404,81,104925,104545,6-4 7-6(5),82,1,18
2015-404,84,103852,105453,6-4 7-6(2),91,12,5
2015-404,85,105683,103990,6-3 6-2,60,6,17
2015-404,86,104745,104468,6-2 6-4,56,3,13
2015-404,87,104607,104586,6-2 4-6 6-4,60,9,27
2015-404,89,104925,106071, W/O,90,1,32
2015-404,90,104918,103852,6-3 6-4,127,4,12
2015-404,91,105683,104745,4-6 7-6(10) 7-5,102,6,3
2015-404,92,103819,104607,6-4 6-0,138,2,9
2015-404,93,104925,104918,6-2 6-3,106,1,4
2015-404,94,103819,105683,7-5 6-4,133,2,6
2015-404,95,104925,103819,6-3 6-7(5) 6-2,66,1,2
2015-403,68,103970,104586,6-4 7-5,145,6,26
2015-403,69,105453,104678,6-2 6-2,68,4,32
2015-403,71,104545,105777,7-6(2) 6-2,140,22,9
2015-403,72,105683,104871,6-1 5-7 7-6(3),64,5,31
2015-403,73,105173,104527,7-6(4) 7-6(5),161,28,7
2015-403,75,104731,104919,6-4 6-4,77,15,24
2015-403,76,104918,105053,6-3 6-4,57,3,27
2015-403,77,104607,106071,6-7(4) 7-6(3) 6-1,99,8,25
2015-403,78,104792,104542,6-4 7-6(4),92,17,11
2015-403,80,104269,104745,6-4 2-6 6-3,62,29,2
2015-403,82,103970,104468,7-6(5) 6-0,75,6,12
2015-403,83,105453,105676,6-1 6-2,95,4,18
2015-403,84,104545,105683,6-7(3) 7-6(6) 7-6(5),103,22,5
2015-403,86,104918,104731,6-4 3-6 6-3,116,3,15
2015-403,87,104607,104792,6-3 3-2 RET,176,8,17
2015-403,89,104925,103970,7-5 7-5,129,1,6
2015-403,90,104545,105453,6-4 6-3,59,22,4
2015-403,93,104925,104545,7-6(3) 6-2,165,1,22
2015-403,94,104918,104607,6-4 6-4,68,3,8
2015-403,95,104925,104918,7-6(3) 4-6 6-0,123,1,3
2015-717,21,105023,103852,6-4 6-1,99,8,1
2015-717,23,104731,104871,7-5 6-7(6) 7-6(3),76,3,7
2015-717,25,105023,104269,7-5 2-6 6-4,116,8,6
2015-410,42,105227,104542,6-3 7-6(5),94,8,11
2015-410,43,104745,104545,7-6(6) 4-6 6-3,152,3,15
2015-410,44,103970,104468,6-2 6-7(3) 6-1,77,5,10
2015-410,45,104607,105138,7-6(7) 6-4,117,6,12
2015-410,46,105683,103990,6-3 3-6 6-3,83,4,16
2015-410,47,105777,104527,6-1 6-2,70,9,7
2015-410,48,104792,103819,6-4 7-6(5),119,14,2
2015-410,49,104925,105227,6-0 6-3,83,1,8
2015-410,50,104745,103970,6-4 5-7 6-2,89,3,5
2015-410,51,104607,105683,5-2 RET,112,6,4
2015-410,52,104792,105777,6-1 6-3,73,14,9
2015-410,53,104925,104745,6-3 6-3,91,1,3
2015-410,54,104607,104792,6-1 6-4,136,6,14
2015-410,55,104925,104607,7-5 4-6 6-3,178,1,6
2015-425,33,105453,105053,6-2 6-1,187,1,15
2015-425,34,105138,104655,7-6(5) 6-2,134,7,10
2015-425,40,104926,104745,6-4 7-6(6),184,13,2
2015-425,41,105453,105138,6-2 3-6 6-1,180,1,7
2015-425,42,105373,103990,7-6(5) 6-4,153,14,9
2015-425,43,103970,104259,6-3 7-6(5),103,3,12
2015-425,45,105453,105373,6-1 6-2,148,1,14
2015-773,22,106210,103333,6-4 6-4,131,7,3
2015-773,23,104198,104586,6-4 7-6(7),147,5,4
2015-773,24,104792,104620,6-3 7-6(4),188,2,8
2015-773,26,104198,104792,6-7(2) 6-4 6-2,87,5,2
2015-773,27,104198,106210,7-6(5) 7-6(11),120,5,7
2015-7290,27,104755,106401,6-3 6-2,130,5,7
2015-7163,22,106043,105053,0-6 6-2 6-2,150,8,4
2015-7163,25,103819,106043,2-6 6-2 7-5,88,1,8
2015-7163,26,104655,105777,6-2 6-4,36,3,2
2015-7163,27,103819,104655,6-3 7-6(11),199,1,3
2015-308,23,104259,105676,2-6 6-3 6-4,224,5,4
2015-308,25,104918,105138,6-4 6-4,127,1,3
2015-308,27,104918,104259,7-6(4) 5-7 7-6(4),156,1,5
2015-1536,42,104607,104542,7-5 6-2,85,6,12
2015-1536,44,105777,104527,7-6(5) 3-6 6-3,91,10,8
2015-1536,46,105453,105138,6-3 6-3,29,4,14
2015-1536,49,104607,104545,3-6 7-6(7) 7-6(1),93,6,16
2015-1536,50,104745,105777,6-3 6-4,103,3,10
2015-1536,51,105453,103970,6-4 6-2,62,4,7
2015-1536,52,104918,105683,6-4 7-5,111,2,5
2015-1536,53,104745,104607,7-6(3) 6-1,118,3,6
2015-1536,54,104918,105453,6-3 6-4,61,2,4
2015-1536,55,104918,104745,6-3 6-2,94,2,3
2015-416,46,104745,104545,6-4 6-4,122,4,16
2015-416,48,103819,104731,6-3 7-5,110,2,15
2015-416,49,104925,105453,6-3 3-6 6-1,79,1,5
2015-416,51,104527,104745,7-6(7) 6-2,68,8,4
2015-416,52,103819,104607,6-3 6-3,63,2,6
2015-416,53,104925,103970,6-4 6-4,72,1,7
2015-416,54,103819,104527,6-4 6-2,87,2,8
2015-416,55,104925,103819,6-4 6-3,77,1,2
2015-322,22,105311,104665,6-4 2-6 7-6(6),80,6,3
2015-6120,22,104919,104338,6-3 6-4,138,4,8
2015-520,98,104755,104731,4-6 7-6(4) 7-5 6-4,101,20,15
2015-520,101,104918,106401,6-4 6-2 6-3,103,3,29
2015-520,103,105227,104919,6-3 6-2 6-4,91,9,23
2015-520,111,104792,104655,4-6 7-6(1) 3-6 6-4 6-3,112,13,21
2015-520,113,104925,104755,6-1 6-2 6-3,62,1,20
2015-520,116,103970,105227,6-2 6-2 6-4,61,7,9
2015-520,118,104542,104607,6-3 6-2 6-7(5) 6-3,119,14,4
2015-520,119,104527,104468,6-1 6-4 6-2,126,8,12
2015-520,120,103819,104792,6-3 4-6 6-4 6-1,111,2,13
2015-520,121,104925,104745,7-5 6-3 6-1,115,1,6
2015-520,122,104918,103970,7-6(4) 6-2 5-7 6-1,90,3,7
2015-520,123,104542,105453,6-1 6-4 4-6 3-6 6-3,83,14,5
2015-520,124,104527,103819,6-4 6-3 7-6(4),147,8,2
2015-520,125,104925,104918,6-3 6-3 5-7 5-7 6-1,138,1,3
2015-520,126,104527,104542,6-3 6-7(1) 7-6(3) 6-4,45,8,14
2015-520,127,104527,104925,4-6 6-4 6-3 6-4,70,8,1
2015-321,21,104745,106071,6-4 6-7(6) 6-3,120,1,5
2015-321,22,104792,104259,7-5 3-6 6-3,110,4,6
2015-321,25,104745,104792,6-3 6-4,13,1,4
2015-321,26,104678,105227,6-3 6-7(1) 7-6(2),89,8,2
2015-321,27,104745,104678,7-6(3) 6-3,98,1,8
2015-500,26,103333,104607,7-5 6-7(8) 6-3,77,8,3
2015-500,29,103819,103333,7-6(3) 7-6(4),95,1,8
2015-311,27,104468,105683,4-6 6-3 7-5,56,7,3
2015-741,35,104919,106210,7-6(2) 7-6(5),106,4,16
2015-741,39,105023,104655,7-6(7) 7-6(3),111,12,5
2015-741,40,104468,105311,6-4 6-1,62,2,14
2015-741,44,105023,104468,5-7 7-6(8) 6-4,95,12,2
2015-540,97,104925,106071,6-3 6-3 6-3,104,1,27
2015-540,98,104731,104919,6-4 7-6(6) 6-3,147,14,24
2015-540,99,105227,104545,7-6(4) 6-7(6) 6-4 6-7(4) 12-10,108,9,17
2015-540,103,104755,105777,6-3 6-4 6-4,71,21,11
2015-540,104,106401,105683,5-7 7-5 7-6(3) 6-3,144,26,7
2015-540,107,103333,104542,7-6(3) 4-6 7-6(2) 7-6(9),137,23,13
2015-540,108,104918,104312,6-2 6-2 1-6 6-1,84,3,25
2015-540,110,104468,104792,3-6 6-3 7-6(6) 2-6 6-2,93,12,18
2015-540,113,104925,104731,6-7(6) 6-7(6) 6-1 6-4 7-5,84,1,14
2015-540,115,104527,105676,7-6(3) 7-6(7) 6-4,172,4,16
2015-540,116,104755,106401,7-5 6-1 6-7(7) 7-6(6),127,21,26
2015-540,118,104918,103333,7-6(7) 6-4 5-7 6-4,104,3,23
2015-540,119,104468,104607,6-3 6-3 6-2,104,12,6
2015-540,120,103819,105138,6-2 6-2 6-3,124,2,20
2015-540,121,104925,105227,6-4 6-4 6-4,76,1,9
2015-540,122,104755,104527,6-4 4-6 3-6 6-4 11-9,60,21,4
2015-540,124,103819,104468,6-3 7-5 6-2,117,2,12
2015-540,125,104925,104755,7-6(2) 6-4 6-4,140,1,21
2015-540,126,103819,104918,7-5 7-5 6-4,69,2,3
2015-540,127,104925,103819,7-6(1) 6-7(10) 6-4 6-3,67,1,2
2015-315,30,103333,106058,7-6(3) 6-4,219,2,4
2015-6718,22,105173,104291,1-6 6-1 6-3,155,3,7
2015-6718,25,105173,103333,7-6(5) 7-6(5),208,3,1
2015-6718,27,106071,105173,6-1 3-6 6-2,180,2,3
2015-439,21,104792,104259,4-6 7-6(5) 6-4,137,1,6
2015-439,24,105138,106432,6-3 6-3,89,2,7
2015-439,25,106233,104792,1-6 6-3 6-1,117,4,1
2015-6116,24,104571,105577,6-4 7-6(5),114,5,2
2015-6116,26,104571,104180,6-7(4) 6-3 7-6(4),129,5,7
2015-6116,27,104545,104571,6-3 6-3,66,1,5
2015-314,21,105676,105311,6-7(7) 6-4 7-6(1),83,1,6
2015-314,22,105064,104665,3-6 6-4 6-1,53,5,4
2015-314,23,106233,105807,6-4 3-6 6-2,109,3,7
2015-314,24,103852,105053,7-6(4) 6-4,81,2,8
2015-314,25,105676,105064,6-4 6-2,79,1,5
2015-314,26,106233,103852,6-3 6-7(5) 6-3,63,3,2
2015-314,27,106233,105676,7-5 6-2,108,3,1
2015-414,25,104745,104655,6-3 6-2,120,1,5
2015-414,29,104745,104312,6-1 6-2,103,1,4
2015-414,31,104745,104926,7-5 7-5,79,1,8
2015-319,22,104259,104926,7-6(0) 6-4,76,6,3
2015-319,25,104259,106233,6-0 7-6(6),80,6,1
2015-418,34,104545,105577,6-4 7-6(6),58,8,12
2015-418,35,106058,104755,6-7(4) 7-6(5) 6-4,103,15,4
2015-418,38,105227,105023,7-6(2) 7-6(3),60,3,13
2015-418,40,105453,104919,6-4 6-4,108,2,16
2015-418,46,105453,105227,3-6 6-1 6-4,150,2,3
2015-418,47,105453,104545,4-6 6-4 6-4,117,2,8
2015-421,46,105453,105676,6-4 6-4,78,4,13
2015-421,51,105453,104745,6-2 6-4,146,4,7
2015-421,52,104918,104542,6-4 6-4,113,2,10
2015-421,54,104918,105453,6-3 6-0,144,2,4
2015-421,55,104918,104925,6-4 4-6 6-3,72,2,1
2015-422,41,104925,105676,6-4 2-6 6-3,116,1,13
2015-422,45,104755,105227,7-5 6-3,170,12,7
2015-422,46,104918,105777,4-6 7-6(3) 7-5,161,3,16
2015-422,48,103819,104731,6-1 6-1,98,2,15
2015-422,49,104925,104527,6-4 6-1,147,1,5
2015-422,51,104918,104755,4-6 6-1 6-4,65,3,12
2015-422,54,103819,104918,6-4 7-6(6),36,2,3
2015-422,55,103819,104925,7-6(1) 6-3,126,2,1
2015-6242,35,105449,104542,6-3 4-6 7-6(4),66,13,3
2015-6242,37,105064,106210,6-1 6-7(7) 6-4,73,6,11
2015-6242,40,104731,105668,7-6(2) 6-4,112,2,16
2015-6242,44,104731,106432,6-2 7-6(1),100,2,8
2015-560,97,104925,104312,6-3 7-5 7-5,78,1,25
2015-560,98,105138,105676,2-6 5-7 6-3 3-1 RET,91,23,14
2015-560,99,103852,105683,6-2 7-6(4) 6-3,96,18,10
2015-560,100,104926,104745,3-6 4-6 6-4 6-3 6-4,79,32,8
2015-560,104,104871,103970,7-6(6) 4-6 6-3 6-1,93,27,7
2015-560,107,104731,106233,6-3 7-6(3) 7-6(3),158,15,20
2015-560,108,104918,105064,6-3 6-2 7-5,84,3,30
2015-560,109,104607,104198,6-7(2) 7-6(7) 6-3 6-3,74,6,31
2015-560,110,104755,106071,6-4 6-3 6-1,93,12,24
2015-560,112,103819,104259,6-3 6-4 6-4,111,2,29
2015-560,113,104925,105138,6-3 4-6 6-4 6-3,100,1,23
2015-560,114,103852,104926,6-3 7-6(5) 6-1,169,18,32
2015-560,116,105227,104871,6-3 2-6 7-6(2) 6-1,160,9,27
2015-560,118,104731,104918,7-6(5) 6-3 6-7(2) 7-6(0),73,15,3
2015-560,119,104755,104607,2-6 6-3 6-4 6-1,101,12,6
2015-560,120,103819,104545,7-6(0) 7-6(6) 7-5,83,2,13
2015-560,121,104925,103852,6-1 3-6 6-3 7-6(2),57,1,18
2015-560,122,105227,104542,6-4 6-4 3-6 6-7(3) 6-4,75,9,19
2015-560,123,104527,104731,6-4 6-4 6-0,106,5,15
2015-560,124,103819,104755,6-3 6-3 6-1,131,2,12
2015-560,125,104925,105227,6-0 6-1 6-2,108,1,9
2015-560,126,103819,104527,6-4 6-3 6-1,142,2,5
2015-560,127,104925,103819,6-4 5-7 6-4 6-4,145,1,2
2015-341,21,104259,104527,W/O,114,5,1
2015-341,23,105373,104198,4-6 6-3 7-6(4),91,6,4
2015-341,25,104542,104259,6-3 6-4,72,3,5
2015-341,26,104468,105373,6-4 6-4,169,2,6
2015-341,27,104542,104468,7-6(5) 1-6 6-2,143,3,2
2015-568,24,105683,103990,6-1 6-2,97,2,5
2015-568,25,105311,106233,6-4 7-6(5),107,7,3
2015-568,26,105683,105138,6-2 7-6(2),90,2,4
2015-568,27,105683,105311,6-3 3-6 6-3,43,2,7
2015-6003,23,106401,103333,7-6(4) 7-6(2),96,7,3
2015-6003,24,103852,105577,6-7(2) 6-3 6-2,115,2,8
2015-6003,26,103852,106401,7-6(2) 7-6(5),136,2,7
2015-6003,27,103970,103852,7-5 7-5,291,1,2
2015-6967,21,104607,106210,6-3 6-2,129,1,6
2015-6967,23,104198,105173,W/O,68,4,5
2015-6967,25,104607,103990,6-1 6-4,78,1,3
2015-6967,26,104198,105227,1-6 7-5 6-3,63,4,2
2015-6967,27,104607,104198,6-3 7-6(7),38,1,4
2015-747,25,104925,104545,6-2 6-2,86,1,6
2015-747,29,104925,103970,6-2 6-3,88,1,4
2015-747,31,104925,104745,6-2 6-2,65,1,3
2015-329,28,105453,105227,3-6 7-5 6-3,125,2,6
2015-5014,41,104925,103852,6-2 6-3,97,1,15
2015-5014,43,104918,104545,6-7(4) 6-4 6-4,109,3,13
2015-5014,44,104607,104468,6-3 6-3,160,5,10
2015-5014,45,104745,105683,6-3 7-6(3),135,8,9
2015-5014,46,104527,105227,7-5 6-7(7) 6-4,83,4,14
2015-5014,47,104731,105453,7-6(10) 7-6(3),78,12,6
2015-5014,50,104918,104607,6-1 6-3,88,3,5
2015-5014,51,104745,104527,6-2 6-1,101,8,4
2015-5014,52,104542,104731,7-6(6) 5-7 6-4,142,16,12
2015-5014,53,104925,104918,6-1 6-3,149,1,3
2015-5014,54,104542,104745,6-4 0-6 7-5,79,16,8
2015-5014,55,104925,104542,6-2 6-4,175,1,16
2015-438,26,105138,104259,6-4 6-4,63,2,4
2015-438,27,105227,105138,6-4 6-4,89,1,2
2015-429,21,104607,105777,7-5 6-4,80,1,5
2015-429,23,106058,104468,7-5 7-6(5),105,7,3
2015-429,24,104755,104871,2-6 6-3 7-6(4),95,2,6
2015-429,26,106058,104755,6-4 6-2,78,7,2
2015-429,27,104607,106058,7-6(1) 6-2,73,1,7
2015-337,25,103970,104926,6-4 6-2,168,1,8
2015-337,29,103970,104792,7-6(5) 7-5,136,1,6
2015-328,25,103819,105676,6-3 3-6 6-1,89,1,8
2015-328,27,104745,105227,4-6 6-3 6-3,95,3,7
2015-328,30,104745,104755,6-4 7-6(7),125,3,5
2015-328,31,103819,104745,6-3 5-7 6-3,124,1,3
2015-352,33,104925,104468,6-3 7-5,122,1,14
2015-352,34,104607,104542,6-3 6-4,66,5,9
2015-352,36,104745,104731,4-6 7-6(6) 6-2,68,7,11
2015-352,38,104545,103819,7-6(3) 3-6 7-6(5),99,13,3
2015-352,39,104755,105453,7-6(3) 4-1 RET,75,10,6
2015-352,40,104918,105676,6-1 6-0,70,2,16
2015-352,41,104925,104607,7-6(3) 7-6(8),119,1,5
2015-352,42,104527,104745,7-6(8) 7-6(7),91,4,7
2015-352,43,103970,104545,6-3 6-7(6) 6-2,119,8,13
2015-352,44,104918,104755,7-6(7) 3-6 6-3,129,2,10
2015-352,45,104925,104527,6-3 3-6 6-0,102,1,4
2015-352,46,104918,103970,6-4 6-3,83,2,8
2015-352,47,104925,104918,6-2 6-4,132,1,2
2015-605,501,104925,105453,6-1 6-1,152,1,8
2015-605,502,103819,104607,6-4 6-2,116,3,6
2015-605,503,104918,103970,6-4 6-4,80,2,7
2015-605,504,104745,104527,6-3 6-2,143,5,4
2015-605,505,105453,104607,7-5 3-6 6-3,70,8,6
2015-605,506,103819,104925,7-5 6-2,140,3,1
2015-605,507,104745,104918,6-4 6-1,73,5,2
2015-605,508,104527,103970,7-5 6-2,70,4,7
2015-605,509,103819,105453,7-5 4-6 6-4,141,3,8
2015-605,510,104925,104607,6-3 7-5,82,1,6
2015-605,511,104745,103970,6-7(2) 6-3 6-4,72,5,7
2015-605,512,104527,104918,7-6(4) 6-4,92,4,2
2015-605,513,103819,104527,7-5 6-3,137,3,4
2015-605,514,104925,104745,6-3 6-3,144,1,5
2015-605,515,104925,103819,6-3 6-4,104,1,3
2016-M020,294,106071,105453,6-3 1-6 6-3,185,7,2
2016-M020,296,106233,105227,2-6 7-6(4) 6-4,53,8,3
2016-M020,298,105683,106071,7-6(5) 7-6(5),80,4,7
2016-M020,299,103819,106233,6-1 6-4,124,1,8
2016-M020,300,105683,103819,6-4 6-4,104,4,1
2016-0891,295,106432,105138,3-6 6-4 7-6(1),88,8,4
2016-0891,297,104527,104198,6-4 6-4,93,1,5
2016-0891,299,104527,105332,6-3 6-4,107,1,3
2016-0891,300,104527,106432,6-3 7-5,65,1,8
2016-0451,297,104925,104919,6-3 7-5,71,1,8
2016-0451,299,104925,104607,6-3 7-6(3),93,1,3
2016-0451,300,104925,104745,6-1 6-2,115,1,2
2016-0301,294,104542,104926,7-5 7-6(4),70,2,6
2016-0301,295,105138,104545,7-5 2-6 6-3,85,8,3
2016-0301,298,105138,104542,3-6 7-6(3) 6-4,177,8,2
2016-M001,295,105777,105238,4-6 6-3 6-4,118,4,8
2016-M001,300,104678,105777,2-6 6-1 7-6(7),179,3,4
2016-580,196,104925,104312,6-1 7-5 7-6,206,1,28
2016-580,199,105453,104198,7-5 2-6 6-3 6-4,137,7,26
2016-580,200,103819,105777,6-4 3-6 6-1 6-4,162,3,27
2016-580,201,105676,106233,6-1 3-6 7-6 7-5,75,15,19
2016-580,202,105138,105227,6-4 7-6 7-5,57,24,12
2016-580,203,104607,106401,6-3 6-4 1-6 6-4,94,6,29
2016-580,206,105683,104678,6-2 6-3 6-4,113,13,21
2016-580,208,103970,105449,6-1 6-4 6-4,144,8,31
2016-580,209,104545,103852,6-7 7-6 6-2 6-4,60,10,18
2016-580,211,104918,105311,6-2 3-6 6-2 6-2,123,2,32
2016-580,212,104925,104468,6-3 6-7 6-4 4-6 6-3,164,1,14
2016-580,213,105453,104542,6-4 6-2 6-4,69,7,9
2016-580,214,103819,105676,6-2 6-1 6-4,130,3,15
2016-580,215,104607,105138,4-6 6-4 6-3 1-6 6-3,55,6,24
2016-580,217,105683,104527,6-4 6-3 5-7 4-6 6-3,125,13,4
2016-580,218,103970,104545,6-4 6-4 7-5,84,8,10
2016-580,219,104918,106071,6-4 6-4 7-6,81,2,16
2016-580,220,104925,105453,6-3 6-2 6-4,74,1,7
2016-580,221,103819,104607,7-6 6-2 6-4,131,3,6
2016-580,222,105683,104792,6-3 3-6 6-3 6-4,74,13,23
2016-580,223,104918,103970,6-3 6-7 6-2 6-3,65,2,8
2016-580,224,104925,103819,6-1 6-2 3-6 6-3,127,1,3
2016-580,225,104918,105683,4-6 7-5 6-7 6-4 6-2,108,2,13
2016-580,226,104925,104918,6-1 7-5 7-6,92,1,2
2016-0375,297,104755,104571,6-4 6-4,82,1,8
2016-7161,294,105077,103852,7-5 4-3 RET,77,7,2
2016-7161,296,105064,105807,7-6(0) 4-6 6-2,88,3,8
